fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.7,0.625,0.16,1.0986122886681098,0.09621885774054292,13.0,49.0,0.9962,3.14,0.4510756193602167,11.0,5.0
8.1,0.725,0.22,1.1631508098056809,0.06952606264861023,11.0,41.0,0.9967,3.36,0.4382549309311553,9.1,5.0
7.5,0.49,0.19,1.0647107369924282,0.07325046173959267,10.0,44.0,0.9957,3.39,0.43178241642553783,9.7,5.0
7.8,0.53,0.33,1.2237754316221157,0.07696104113612832,24.0,122.0,0.99655,3.3,0.4700036292457355,9.5,5.0
7.8,0.34,0.37,1.0986122886681098,0.07881118042428978,24.0,58.0,0.9964,3.34,0.4637340162321401,9.4,6.0
7.4,0.53,0.26,1.0986122886681098,0.09621885774054292,16.0,72.0,0.9957,3.15,0.4510756193602167,9.4,5.0
6.8,0.61,0.04,0.9162907318741551,0.055434706888100586,5.0,10.0,0.99525,3.42,0.4700036292457355,9.5,5.0
8.6,0.645,0.25,1.0986122886681098,0.07973496801885356,8.0,28.0,0.99815,3.28,0.4700036292457355,10.0,6.0
8.4,0.635,0.36,1.0986122886681098,0.08525984395082342,15.0,55.0,0.99745,3.31,0.4510756193602167,10.4,4.0
7.7,0.43,0.25,1.2809338454620642,0.07045846364856141,29.0,63.0,0.99615,3.37,0.4574248470388754,10.5,6.0
8.9,0.59,0.5,1.0986122886681098,0.11332868530700316,27.0,81.0,0.9964,3.04,0.6931471805599453,9.5,6.0
9.0,0.82,0.14,1.2809338454620642,0.08525984395082342,9.0,23.0,0.9984,3.39,0.48858001481867097,9.8,5.0
7.7,0.43,0.25,1.2809338454620642,0.07045846364856141,29.0,63.0,0.99615,3.37,0.4574248470388754,10.5,6.0
6.9,0.52,0.25,1.2809338454620642,0.07788653865707122,10.0,37.0,0.99685,3.46,0.4054651081081644,11.0,5.0
5.2,0.48,0.04,0.9555114450274363,0.05259245011917058,19.0,106.0,0.9927,3.54,0.4824261492442927,12.2,7.0
8.0,0.38,0.06,1.0296194171811583,0.07510747248680541,12.0,49.0,0.99625,3.37,0.41871033485818504,9.9,6.0
8.5,0.37,0.2,1.33500106673234,0.08617769624105233,18.0,58.0,0.998,3.34,0.5306282510621704,9.6,6.0
6.9,0.52,0.25,1.2809338454620642,0.07788653865707122,10.0,37.0,0.99685,3.46,0.4054651081081644,11.0,5.0
8.2,1.0,0.09,1.1939224684724346,0.06297479916138844,7.0,37.0,0.99685,3.32,0.4382549309311553,9.0,6.0
7.2,0.63,0.0,1.0647107369924282,0.0925791812930932,14.0,38.0,0.99675,3.37,0.4574248470388754,9.0,6.0
7.2,0.63,0.0,1.0647107369924282,0.0925791812930932,14.0,38.0,0.99675,3.37,0.4574248470388754,9.0,6.0
7.2,0.645,0.0,1.0647107369924282,0.0925791812930932,15.0,39.0,0.99675,3.37,0.4574248470388754,9.2,6.0
7.2,0.63,0.0,1.0647107369924282,0.0925791812930932,14.0,38.0,0.99675,3.37,0.4574248470388754,9.0,6.0
8.2,1.0,0.09,1.1939224684724346,0.06297479916138844,7.0,37.0,0.99685,3.32,0.4382549309311553,9.0,6.0
8.9,0.635,0.37,0.9932517730102833,0.11332868530700316,5.0,62.0,0.9971,3.0,0.6931471805599453,9.3,5.0
12.0,0.38,0.56,1.1314021114911006,0.08892620919440151,6.0,24.0,0.99925,3.14,0.5364933705145685,10.9,6.0
7.7,0.58,0.1,1.0296194171811583,0.09712671073072274,28.0,109.0,0.99565,3.08,0.3987761199573678,9.8,6.0
12.349999999999998,0.21,0.44,1.1631508098056809,0.07232066157962612,10.0,24.0,1.00005,3.07,0.6097655716208943,9.2,7.0
12.349999999999998,0.21,0.44,1.1631508098056809,0.07232066157962612,10.0,24.0,1.00005,3.07,0.6097655716208943,9.2,7.0
7.3,0.66,0.0,1.0986122886681098,0.08065790301745447,6.0,23.0,0.9983,3.61,0.6729444732424258,9.9,6.0
7.1,0.68,0.07,1.0647107369924282,0.07232066157962612,16.0,51.0,0.99685,3.38,0.41871033485818504,9.5,5.0
8.2,0.6,0.17,1.1939224684724346,0.06952606264861023,11.0,73.0,0.9963,3.2,0.37156355643248307,9.3,5.0
7.7,0.53,0.06,0.9932517730102833,0.07138999608667294,9.0,39.0,0.99615,3.35,0.3920420877760237,9.8,6.0
7.3,0.66,0.0,1.0986122886681098,0.08065790301745447,6.0,23.0,0.9983,3.61,0.6729444732424258,9.9,6.0
10.8,0.32,0.44,0.9555114450274363,0.061095099359810875,16.0,37.0,0.9985,3.22,0.5766133643039938,10.0,6.0
7.1,0.6,0.0,1.0296194171811583,0.07138999608667294,16.0,34.0,0.9972,3.47,0.5306282510621704,9.9,6.0
11.1,0.35,0.48,1.410986973710262,0.08617769624105233,5.0,21.0,0.9986,3.17,0.4252677354043441,10.5,5.0
7.7,0.775,0.42,1.0647107369924282,0.0880108773227133,8.0,86.0,0.9959,3.23,0.4637340162321401,9.5,5.0
7.1,0.6,0.0,1.0296194171811583,0.07138999608667294,16.0,34.0,0.9972,3.47,0.5306282510621704,9.9,6.0
8.0,0.57,0.23,1.4350845252893227,0.07045846364856141,17.0,119.0,0.99675,3.26,0.4510756193602167,9.3,5.0
9.4,0.34,0.37,1.1631508098056809,0.07232066157962612,5.0,13.0,0.998,3.22,0.4824261492442927,9.2,5.0
6.6,0.695,0.0,1.1314021114911006,0.07232066157962612,12.0,56.0,0.9968,3.49,0.5128236264286637,9.2,5.0
7.7,0.41,0.76,1.0296194171811583,0.11332868530700316,8.0,45.0,0.9968,3.06,0.6931471805599453,9.4,5.0
10.0,0.31,0.47,1.2809338454620642,0.08157998699242287,14.0,33.0,0.99965,3.36,0.5877866649021191,10.5,7.0
7.9,0.33,0.23,0.9932517730102833,0.07417939817425151,18.0,45.0,0.99625,3.29,0.5007752879124893,9.3,5.0
7.0,0.975,0.04,1.0986122886681098,0.08342160813907239,12.0,67.0,0.99565,3.35,0.4700036292457355,9.4,4.0
8.0,0.52,0.03,0.9932517730102833,0.06765864847381481,10.0,35.0,0.99575,3.34,0.4510756193602167,10.0,5.0
7.9,0.37,0.23,1.0296194171811583,0.07417939817425151,23.0,49.0,0.9963,3.28,0.5128236264286637,9.3,5.0
12.349999999999998,0.56,0.49,1.2237754316221157,0.06203539091945264,5.0,27.0,0.9999,3.08,0.6259384308664953,10.9,5.0
11.8,0.26,0.52,1.0296194171811583,0.06859279146561172,6.0,10.0,0.9968,3.2,0.5423242908253617,10.2,7.0
8.1,0.87,0.0,1.4586150226995167,0.0916671885258238,26.0,61.0,1.00025,3.6,0.5423242908253617,9.8,4.0
7.9,0.35,0.46,1.5260563034950494,0.07510747248680541,15.0,37.0,0.9973,3.35,0.6205764877251099,12.8,7.5
6.9,0.54,0.04,1.3862943611198906,0.07417939817425151,7.0,27.0,0.9987,3.6849999999999996,0.6471032420585385,9.4,6.0
11.5,0.18,0.51,1.536867219599265,0.09893994785490356,4.0,23.0,0.9996,3.28,0.6780335427498971,10.1,6.0
7.9,0.545,0.06,1.536867219599265,0.08342160813907239,27.0,61.0,0.9965,3.36,0.5128236264286637,10.7,6.0
11.5,0.18,0.51,1.536867219599265,0.09893994785490356,4.0,23.0,0.9996,3.28,0.6780335427498971,10.1,6.0
10.9,0.37,0.58,1.536867219599265,0.06859279146561172,17.0,65.0,0.99935,3.22,0.5766133643039938,10.1,5.0
8.4,0.715,0.2,1.2237754316221157,0.07325046173959267,10.0,38.0,0.99735,3.31,0.49469624183610705,9.4,5.0
7.5,0.65,0.18,1.536867219599265,0.08434114843375087,27.0,94.0,0.99915,3.38,0.5709795465857378,9.4,5.0
7.9,0.545,0.06,1.536867219599265,0.08342160813907239,27.0,61.0,0.9965,3.36,0.5128236264286637,10.7,6.0
6.9,0.54,0.04,1.3862943611198906,0.07417939817425151,7.0,27.0,0.9987,3.6849999999999996,0.6471032420585385,9.4,6.0
11.5,0.18,0.51,1.536867219599265,0.09893994785490356,4.0,23.0,0.9996,3.28,0.6780335427498971,10.1,6.0
10.3,0.32,0.45,1.536867219599265,0.07045846364856141,5.0,13.0,0.9976,3.23,0.598836501088704,12.6,7.5
8.9,0.4,0.32,1.536867219599265,0.08342160813907239,10.0,47.0,0.9991,3.38,0.5709795465857378,10.5,7.0
11.4,0.26,0.44,1.5260563034950494,0.06859279146561172,6.0,19.0,0.9986,3.12,0.598836501088704,9.3,6.0
7.7,0.27,0.68,1.5040773967762742,0.11332868530700316,5.0,10.0,0.9972,3.25,0.6931471805599453,9.9,7.0
7.6,0.52,0.12,1.3862943611198906,0.06485097231961631,12.0,53.0,0.9971,3.36,0.4510756193602167,9.1,5.0
8.9,0.4,0.32,1.536867219599265,0.08342160813907239,10.0,47.0,0.9991,3.38,0.5709795465857378,10.5,7.0
9.9,0.59,0.07,1.4816045409242156,0.09712671073072274,32.0,71.0,1.00015,3.31,0.5364933705145685,9.8,5.0
9.9,0.59,0.07,1.4816045409242156,0.09712671073072274,32.0,71.0,1.00015,3.31,0.5364933705145685,9.8,5.0
12.0,0.45,0.55,1.0986122886681098,0.07045846364856141,25.0,49.0,0.9997,3.1,0.5653138090500605,10.3,6.0
7.5,0.4,0.12,1.3862943611198906,0.0880108773227133,29.0,53.0,0.9967,3.37,0.5306282510621704,10.3,6.0
8.7,0.52,0.09,1.252762968495368,0.08709470685093376,20.0,49.0,0.9976,3.34,0.6205764877251099,10.6,7.0
11.6,0.42,0.53,1.4586150226995167,0.09984533496971613,33.0,98.0,1.001,3.2,0.6678293725756554,9.2,5.0
8.7,0.52,0.09,1.252762968495368,0.08709470685093376,20.0,49.0,0.9976,3.34,0.6205764877251099,10.6,7.0
11.0,0.2,0.48,1.0986122886681098,0.11332868530700316,6.0,18.0,0.9979,3.3,0.5364933705145685,10.5,5.0
10.4,0.55,0.23,1.308332819650179,0.08709470685093376,18.0,48.0,0.9994,3.22,0.49469624183610705,10.3,6.0
6.9,0.36,0.25,1.2237754316221157,0.09349034308733889,5.0,16.0,0.9964,3.41,0.4700036292457355,10.1,6.0
12.349999999999998,0.34,0.52,1.4350845252893227,0.08984070399978947,17.0,53.0,1.0011875,3.05,0.5933268452777344,9.5,6.0
10.8,0.5,0.46,1.252762968495368,0.07045846364856141,5.0,27.0,1.0001,3.05,0.49469624183610705,9.5,5.0
10.6,0.83,0.37,1.2809338454620642,0.08250122151174369,26.0,70.0,0.9981,3.16,0.41871033485818504,9.9,5.0
7.1,0.63,0.06,1.0986122886681098,0.07973496801885356,8.0,29.0,0.99855,3.67,0.5481214085096876,9.6,5.0
7.2,0.65,0.02,1.1939224684724346,0.08984070399978947,5.0,31.0,0.9993,3.67,0.5877866649021191,9.7,5.0
6.9,0.67,0.06,1.1314021114911006,0.07696104113612832,8.0,33.0,0.99845,3.68,0.5364933705145685,9.6,5.0
7.5,0.53,0.06,1.2809338454620642,0.08250122151174369,20.0,44.0,0.9965,3.38,0.4637340162321401,10.7,6.0
11.1,0.18,0.48,0.9162907318741551,0.0657877405380031,7.0,15.0,0.9973,3.22,0.49469624183610705,10.1,6.0
8.3,0.705,0.12,1.2809338454620642,0.0880108773227133,12.0,28.0,0.9994,3.51,0.5423242908253617,10.0,5.0
7.4,0.67,0.12,0.9555114450274363,0.11332868530700316,5.0,21.0,0.996,3.39,0.43178241642553783,9.5,5.0
8.4,0.65,0.6,1.1314021114911006,0.10616019582839063,12.0,90.0,0.9973,3.2,0.41871033485818504,9.2,5.0
10.3,0.53,0.48,1.252762968495368,0.061095099359810875,6.0,25.0,0.9998,3.12,0.4637340162321401,9.3,6.0
7.6,0.62,0.32,1.1631508098056809,0.07881118042428978,7.0,54.0,0.9966,3.36,0.41871033485818504,9.4,5.0
10.3,0.41,0.42,1.2237754316221157,0.11332868530700316,6.0,14.0,0.9994,3.19,0.4824261492442927,9.5,6.0
10.3,0.43,0.44,1.2237754316221157,0.11332868530700316,5.0,12.0,0.9994,3.19,0.48858001481867097,9.5,6.0
7.4,0.29,0.38,0.9932517730102833,0.06015392281974709,9.0,30.0,0.9968,3.41,0.4252677354043441,9.5,6.0
10.3,0.53,0.48,1.252762968495368,0.061095099359810875,6.0,25.0,0.9998,3.12,0.4637340162321401,9.3,6.0
7.9,0.53,0.24,1.0986122886681098,0.06952606264861023,15.0,105.0,0.996,3.27,0.43178241642553783,9.4,6.0
9.0,0.46,0.31,1.33500106673234,0.08892620919440151,19.0,98.0,0.99815,3.32,0.48858001481867097,9.5,6.0
8.6,0.47,0.3,1.3862943611198906,0.07325046173959267,30.0,122.0,0.9976,3.3,0.4252677354043441,9.4,5.0
7.4,0.36,0.29,1.2809338454620642,0.08342160813907239,26.0,72.0,0.99645,3.39,0.5187937934151676,11.0,5.0
7.1,0.35,0.29,1.252762968495368,0.0916671885258238,20.0,53.0,0.9962,3.42,0.5007752879124893,11.0,6.0
9.6,0.56,0.23,1.4816045409242156,0.09712671073072274,37.0,92.0,0.9996,3.3,0.5007752879124893,10.1,5.0
9.6,0.77,0.12,1.3609765531356006,0.07881118042428978,30.0,74.0,0.99865,3.3,0.49469624183610705,10.4,6.0
9.8,0.66,0.39,1.4350845252893227,0.07973496801885356,21.0,59.0,0.9989,3.37,0.5364933705145685,11.5,7.0
9.6,0.77,0.12,1.3609765531356006,0.07881118042428978,30.0,74.0,0.99865,3.3,0.49469624183610705,10.4,6.0
9.8,0.66,0.39,1.4350845252893227,0.07973496801885356,21.0,59.0,0.9989,3.37,0.5364933705145685,11.5,7.0
9.3,0.61,0.26,1.4816045409242156,0.08617769624105233,25.0,87.0,0.99975,3.24,0.4824261492442927,9.7,5.0
7.8,0.62,0.05,1.1939224684724346,0.0760346862759976,6.0,18.0,0.99735,3.29,0.48858001481867097,9.3,5.0
10.3,0.59,0.42,1.33500106673234,0.08617769624105233,35.0,73.0,0.999,3.28,0.5306282510621704,9.5,6.0
10.0,0.49,0.2,1.536867219599265,0.06859279146561172,13.0,50.0,1.0011875,3.16,0.5247285289349821,9.2,6.0
10.0,0.49,0.2,1.536867219599265,0.06859279146561172,13.0,50.0,1.0011875,3.16,0.5247285289349821,9.2,6.0
11.6,0.53,0.66,1.536867219599265,0.11332868530700316,6.0,14.0,0.9978,3.05,0.5538851132264376,11.5,7.0
10.3,0.44,0.5,1.536867219599265,0.10165365372649983,5.0,13.0,0.998,3.28,0.6043159668533296,11.5,5.0
12.349999999999998,0.27,0.62,1.2809338454620642,0.07881118042428978,6.0,21.0,1.0002,3.16,0.5128236264286637,9.7,6.0
10.7,0.46,0.39,1.0986122886681098,0.05921185963184608,7.0,15.0,0.9981,3.18,0.4824261492442927,9.5,5.0
10.2,0.36,0.64,1.3609765531356006,0.11332868530700316,10.0,41.0,0.998,3.23,0.5068176023684519,12.5,6.0
10.2,0.36,0.64,1.3609765531356006,0.11332868530700316,10.0,41.0,0.998,3.23,0.5068176023684519,12.5,6.0
8.0,0.58,0.28,1.4350845252893227,0.0639133257436528,21.0,114.0,0.9973,3.22,0.43178241642553783,9.4,6.0
8.4,0.56,0.08,1.1314021114911006,0.09984533496971613,16.0,44.0,0.9958,3.13,0.41871033485818504,11.0,5.0
7.9,0.65,0.01,1.252762968495368,0.07510747248680541,17.0,38.0,0.9963,3.34,0.5538851132264376,11.7,7.0
11.9,0.695,0.53,1.4816045409242156,0.11332868530700316,7.0,21.0,0.9992,3.17,0.6097655716208943,12.2,7.0
8.9,0.43,0.45,1.0647107369924282,0.050693114315518116,6.0,16.0,0.9948,3.35,0.5306282510621704,12.5,6.0
7.8,0.43,0.32,1.33500106673234,0.07696104113612832,29.0,58.0,0.9974,3.31,0.49469624183610705,10.3,5.0
12.349999999999998,0.49,0.58,1.3862943611198906,0.09803374027136541,28.0,99.0,1.0008,3.16,0.6931471805599453,11.5,6.0
12.349999999999998,0.28,0.54,1.1939224684724346,0.07881118042428978,12.0,29.0,0.9997,3.11,0.6931471805599453,9.8,7.0
12.2,0.34,0.5,1.2237754316221157,0.0639133257436528,10.0,21.0,1.0,3.12,0.6931471805599453,9.2,6.0
10.6,0.42,0.48,1.308332819650179,0.06297479916138844,5.0,18.0,0.9972,3.21,0.6259384308664953,11.3,6.0
10.9,0.39,0.47,1.0296194171811583,0.11154137473290741,6.0,14.0,0.9982,3.3,0.5596157879354227,9.8,6.0
10.9,0.39,0.47,1.0296194171811583,0.11154137473290741,6.0,14.0,0.9982,3.3,0.5596157879354227,9.8,6.0
11.9,0.57,0.5,1.2809338454620642,0.07881118042428978,6.0,32.0,1.0006,3.12,0.5766133643039938,10.7,6.0
7.0,0.685,0.0,1.0647107369924282,0.06485097231961631,40.0,63.0,0.9979,3.6,0.5933268452777344,9.9,5.0
6.6,0.815,0.02,1.308332819650179,0.06952606264861023,17.0,34.0,0.9955,3.58,0.636576829071551,12.3,7.0
12.349999999999998,0.49,0.67,1.3862943611198906,0.08892620919440151,6.0,15.0,0.9986,3.02,0.6575200029167942,12.0,6.0
9.6,0.56,0.31,1.33500106673234,0.08525984395082342,15.0,46.0,0.9979,3.11,0.6523251860396903,10.0,6.0
9.1,0.785,0.0,1.2809338454620642,0.08892620919440151,11.0,28.0,0.9994,3.36,0.6205764877251099,9.4,6.0
10.7,0.67,0.22,1.308332819650179,0.10165365372649983,17.0,34.0,1.0004,3.28,0.6830968447064438,9.9,6.0
9.1,0.795,0.0,1.2809338454620642,0.0916671885258238,11.0,26.0,0.9994,3.35,0.6043159668533296,9.4,6.0
7.7,0.665,0.0,1.2237754316221157,0.08617769624105233,8.0,19.0,0.9974,3.27,0.5481214085096876,9.3,5.0
12.349999999999998,0.53,0.79,1.536867219599265,0.11332868530700316,23.0,77.0,1.0011875,3.18,0.5709795465857378,13.0,5.0
6.1,0.21,0.4,0.8754687373538999,0.0639133257436528,40.5,122.0,0.9922475000000001,3.25,0.4637340162321401,11.9,6.0
6.7,0.75,0.01,1.2237754316221157,0.07510747248680541,17.0,32.0,0.9955,3.55,0.4762341789963716,12.8,6.0
11.5,0.41,0.52,1.3862943611198906,0.07696104113612832,29.0,55.0,1.0001,3.26,0.6312717768418579,11.0,5.0
10.5,0.42,0.66,1.3737155789130306,0.1097508639591192,12.0,29.0,0.997,3.24,0.5596157879354227,11.7,7.0
11.9,0.43,0.66,1.410986973710262,0.10345870836822998,10.0,23.0,1.0,3.15,0.6151856390902335,10.4,7.0
12.349999999999998,0.38,0.66,1.2809338454620642,0.08434114843375087,10.0,41.0,1.001,3.17,0.5187937934151676,9.8,6.0
8.2,0.7,0.23,1.0986122886681098,0.09440067542148431,14.0,81.0,0.9973,3.19,0.5306282510621704,9.4,5.0
8.6,0.45,0.31,1.2809338454620642,0.08250122151174369,21.0,50.0,0.9982,3.37,0.6471032420585385,9.9,6.0
11.9,0.58,0.66,1.252762968495368,0.06952606264861023,6.0,37.0,0.9992,3.05,0.44468582126144574,10.0,5.0
12.349999999999998,0.46,0.63,1.0986122886681098,0.06859279146561172,6.0,15.0,0.9988,2.99,0.6259384308664953,10.2,5.0
12.349999999999998,0.615,0.66,1.536867219599265,0.07973496801885356,7.0,42.0,1.0011875,3.07,0.5481214085096876,10.0,7.0
10.0,0.42,0.5,1.4816045409242156,0.10165365372649983,7.0,21.0,0.9979,3.26,0.6575200029167942,11.8,6.0
12.349999999999998,0.615,0.66,1.536867219599265,0.07973496801885356,7.0,42.0,1.0011875,3.07,0.5481214085096876,10.0,7.0
10.4,0.575,0.61,1.2809338454620642,0.07325046173959267,11.0,24.0,1.0,3.16,0.5247285289349821,9.0,5.0
10.3,0.34,0.52,1.33500106673234,0.11332868530700316,15.0,75.0,0.9998,3.18,0.49469624183610705,9.4,5.0
9.4,0.27,0.53,1.2237754316221157,0.07138999608667294,6.0,18.0,0.9962,3.2,0.6931471805599453,12.0,7.0
6.9,0.765,0.02,1.1939224684724346,0.061095099359810875,35.0,63.0,0.9975,3.57,0.5766133643039938,9.9,5.0
7.9,0.24,0.4,0.9555114450274363,0.054488185284069734,11.0,25.0,0.9967,3.32,0.6259384308664953,8.7,6.0
9.1,0.28,0.48,1.0296194171811583,0.06485097231961631,26.0,46.0,0.9967,3.32,0.6931471805599453,10.6,6.0
7.4,0.55,0.22,1.1631508098056809,0.10074990310014305,12.0,72.0,0.9959,3.05,0.48858001481867097,9.2,5.0
12.349999999999998,0.41,0.63,1.536867219599265,0.08525984395082342,6.0,47.0,1.0011875,3.01,0.5933268452777344,10.8,6.0
11.5,0.54,0.71,1.536867219599265,0.11332868530700316,6.0,15.0,0.9984,3.01,0.6043159668533296,11.8,7.0
11.5,0.45,0.5,1.3862943611198906,0.07510747248680541,19.0,47.0,1.0003,3.26,0.6931471805599453,11.0,6.0
9.4,0.27,0.53,1.2237754316221157,0.07138999608667294,6.0,18.0,0.9962,3.2,0.6931471805599453,12.0,7.0
11.4,0.625,0.66,1.536867219599265,0.08434114843375087,6.0,24.0,0.9988,3.11,0.688134638736401,13.3,6.0
8.3,0.42,0.38,1.252762968495368,0.08984070399978947,24.0,60.0,0.9979,3.31,0.5306282510621704,10.8,6.0
8.3,0.26,0.42,1.0986122886681098,0.07696104113612832,11.0,27.0,0.9974,3.21,0.5877866649021191,9.4,6.0
12.349999999999998,0.415,0.68,1.3609765531356006,0.08157998699242287,17.0,43.0,1.0011875,3.06,0.5877866649021191,10.0,6.0
8.3,0.26,0.42,1.0986122886681098,0.07696104113612832,11.0,27.0,0.9974,3.21,0.5877866649021191,9.4,6.0
8.3,0.26,0.42,1.0986122886681098,0.07696104113612832,11.0,27.0,0.9974,3.21,0.5877866649021191,9.4,6.0
7.7,0.51,0.28,1.1314021114911006,0.08342160813907239,23.0,54.0,0.998,3.42,0.5538851132264376,9.2,5.0
7.4,0.63,0.07,1.2237754316221157,0.08617769624105233,11.0,37.0,0.9979,3.43,0.5653138090500605,9.7,6.0
7.8,0.54,0.26,1.0986122886681098,0.08434114843375087,23.0,48.0,0.9981,3.41,0.5538851132264376,9.2,6.0
8.3,0.66,0.15,1.0647107369924282,0.0760346862759976,17.0,42.0,0.9972,3.31,0.43178241642553783,9.6,6.0
7.8,0.46,0.26,1.0647107369924282,0.08434114843375087,23.0,53.0,0.9981,3.43,0.5538851132264376,9.2,6.0
9.6,0.38,0.31,1.252762968495368,0.0916671885258238,16.0,49.0,0.9982,3.19,0.5306282510621704,10.0,7.0
5.6,0.85,0.05,0.8754687373538999,0.04401688541677432,12.0,88.0,0.9924,3.56,0.598836501088704,12.9,7.5
12.349999999999998,0.415,0.68,1.3609765531356006,0.08157998699242287,17.0,43.0,1.0011875,3.06,0.5877866649021191,10.0,6.0
9.5,0.37,0.52,1.0986122886681098,0.07881118042428978,6.0,26.0,0.998,3.18,0.412109650826833,9.5,5.0
8.4,0.665,0.61,1.0986122886681098,0.10616019582839063,13.0,95.0,0.997,3.16,0.43178241642553783,9.1,5.0
12.349999999999998,0.6,0.65,1.1939224684724346,0.061095099359810875,6.0,25.0,0.9997,3.03,0.4510756193602167,9.9,5.0
12.0,0.37,0.76,1.536867219599265,0.0639133257436528,7.0,38.0,1.0004,3.22,0.4700036292457355,13.0,7.0
6.6,0.735,0.02,1.536867219599265,0.11332868530700316,42.0,122.0,0.9994,3.47,0.4252677354043441,9.9,5.0
11.5,0.59,0.59,1.2809338454620642,0.08342160813907239,13.0,49.0,0.9988,3.18,0.5007752879124893,11.0,6.0
11.5,0.59,0.59,1.2809338454620642,0.08342160813907239,13.0,49.0,0.9988,3.18,0.5007752879124893,11.0,6.0
8.7,0.765,0.22,1.1939224684724346,0.06203539091945264,9.0,42.0,0.9963,3.1,0.4382549309311553,9.4,5.0
6.6,0.735,0.02,1.536867219599265,0.11332868530700316,42.0,122.0,0.9994,3.47,0.4252677354043441,9.9,5.0
7.7,0.26,0.3,0.9932517730102833,0.0573250666192694,20.0,38.0,0.9949,3.29,0.3852624007906449,10.8,6.0
12.2,0.48,0.54,1.2809338454620642,0.08157998699242287,19.0,64.0,1.0,3.1,0.4762341789963716,10.5,6.0
11.4,0.6,0.49,1.308332819650179,0.08157998699242287,10.0,41.0,0.9994,3.15,0.48858001481867097,10.5,6.0
7.7,0.69,0.05,1.308332819650179,0.07232066157962612,15.0,27.0,0.9974,3.26,0.4762341789963716,9.1,5.0
8.7,0.31,0.46,0.8754687373538999,0.0573250666192694,11.0,25.0,0.9966,3.36,0.5653138090500605,10.1,6.0
9.8,0.44,0.47,1.252762968495368,0.061095099359810875,9.0,28.0,0.9981,3.24,0.5007752879124893,10.8,6.0
12.0,0.39,0.66,1.3862943611198906,0.08892620919440151,12.0,30.0,0.9996,3.18,0.48858001481867097,10.8,7.0
10.4,0.34,0.58,1.536867219599265,0.11332868530700316,6.0,16.0,0.997,3.19,0.5306282510621704,11.3,6.0
12.349999999999998,0.46,0.49,1.536867219599265,0.06765864847381481,26.0,49.0,0.9981,3.05,0.4510756193602167,9.6,4.0
9.0,0.43,0.34,1.252762968495368,0.07696104113612832,26.0,86.0,0.9987,3.38,0.4824261492442927,9.5,6.0
9.1,0.45,0.35,1.2237754316221157,0.07696104113612832,23.0,78.0,0.9987,3.38,0.4824261492442927,9.5,5.0
7.1,0.735,0.16,1.0647107369924282,0.09531017980432487,15.0,77.0,0.9966,3.27,0.49469624183610705,9.3,5.0
9.9,0.4,0.53,1.536867219599265,0.0925791812930932,6.0,19.0,0.9986,3.27,0.598836501088704,11.7,7.0
8.8,0.52,0.34,1.308332819650179,0.08342160813907239,24.0,122.0,0.9982,3.26,0.4762341789963716,9.5,5.0
8.6,0.725,0.24,1.536867219599265,0.11064652008706366,31.0,122.0,1.0011875,3.32,0.6931471805599453,9.3,5.0
10.6,0.48,0.64,1.1631508098056809,0.10526051065749295,6.0,20.0,0.997,3.26,0.5068176023684519,11.7,6.0
7.0,0.58,0.12,1.0647107369924282,0.08709470685093376,34.0,122.0,0.9956,3.44,0.3920420877760237,10.5,5.0
11.9,0.38,0.51,1.0986122886681098,0.11332868530700316,7.0,20.0,0.9996,3.24,0.5653138090500605,10.4,6.0
6.8,0.77,0.0,1.0296194171811583,0.0639133257436528,34.0,52.0,0.9976,3.62,0.5187937934151676,9.9,5.0
9.5,0.56,0.33,1.2237754316221157,0.08525984395082342,35.0,67.0,0.9972,3.28,0.5481214085096876,11.8,7.0
6.6,0.84,0.03,1.1939224684724346,0.0573250666192694,32.0,48.0,0.9952,3.52,0.44468582126144574,12.3,7.0
7.7,0.96,0.2,1.0986122886681098,0.045928931888399804,15.0,60.0,0.9955,3.36,0.36464311358790924,10.9,5.0
10.5,0.24,0.47,1.1314021114911006,0.0639133257436528,6.0,24.0,0.9978,3.15,0.6418538861723948,11.0,7.0
7.7,0.96,0.2,1.0986122886681098,0.045928931888399804,15.0,60.0,0.9955,3.36,0.36464311358790924,10.9,5.0
6.6,0.84,0.03,1.1939224684724346,0.0573250666192694,32.0,48.0,0.9952,3.52,0.44468582126144574,12.3,7.0
6.4,0.67,0.08,1.1314021114911006,0.04401688541677432,19.0,48.0,0.9949,3.49,0.3987761199573678,11.4,6.0
9.5,0.78,0.22,1.0647107369924282,0.07417939817425151,6.0,32.0,0.9988,3.26,0.44468582126144574,10.6,6.0
9.1,0.52,0.33,0.832909122935104,0.06765864847381481,9.0,30.0,0.9978,3.24,0.4700036292457355,9.3,5.0
12.349999999999998,0.84,0.63,1.2237754316221157,0.08434114843375087,13.0,35.0,0.9997,3.1,0.4700036292457355,10.4,6.0
10.5,0.24,0.47,1.1314021114911006,0.0639133257436528,6.0,24.0,0.9978,3.15,0.6418538861723948,11.0,7.0
7.8,0.55,0.35,1.1631508098056809,0.07138999608667294,21.0,66.0,0.9974,3.25,0.44468582126144574,9.2,5.0
11.9,0.37,0.69,1.1939224684724346,0.07510747248680541,12.0,24.0,0.9958,3.0,0.5007752879124893,12.8,6.0
